id,SPCapacityAvailable,temperature,windspeed,visibility,hour,weekday,weather_Clear,weather_Fog,weather_Ice Pellets,weather_Mostly Cloudy,weather_Overcast,weather_Partly Cloudy,weather_Rain,weather_Snow,weather_Thunderstorm
5965,42,15,0,8,4.0,0,0,0,0,0,0,1,0,0,0
5966,42,16,0,255,4.5,0,0,0,0,0,0,0,0,0,0
5967,42,16,0,2,5.0,0,0,1,0,0,0,0,0,0,0
5968,42,16,0,2,5.5,0,0,1,0,0,0,0,0,0,0
5969,42,16,0,2,6.0,0,0,1,0,0,0,0,0,0,0
5970,42,16,0,8,6.5,0,0,0,0,1,0,0,0,0,0
5971,41,16,0,255,7.0,0,0,0,0,0,0,0,0,0,0
5972,38,16,0,255,7.5,0,0,0,0,0,0,0,0,0,0
5973,34,16,0,1,8.0,0,0,1,0,0,0,0,0,0,0
5974,29,17,0,8,8.5,0,0,0,0,1,0,0,0,0,0
5975,17,17,0,8,9.0,0,0,0,0,0,1,0,0,0,0
5976,13,17,0,6,9.5,0,0,0,0,0,1,0,0,0,0
5977,12,18,0,6,10.0,0,0,0,0,0,1,0,0,0,0
5978,11,18,0,6,10.5,0,0,0,0,0,1,0,0,0,0
5979,10,19,0,8,11.5,0,0,0,0,1,0,0,0,0,0
5980,14,20,0,8,12.0,0,0,0,0,1,0,0,0,0,0
5981,13,20,1,10,12.5,0,0,0,0,1,0,0,0,0,0
5982,12,21,0,255,13.0,0,0,0,0,0,0,0,0,0,0
5983,12,21,0,255,13.5,0,0,0,0,0,0,0,0,0,0
5984,11,21,0,8,14.0,0,0,0,0,1,0,0,0,0,0
5985,9,22,1,255,14.5,0,0,0,0,0,0,0,0,0,0
5986,10,22,3,8,15.0,0,0,0,0,1,0,0,0,0,0
5987,14,23,1,255,16.0,0,0,0,0,0,0,0,0,0,0
5988,16,22,3,255,16.5,0,0,0,0,0,0,0,0,0,0
5989,20,22,0,10,17.0,0,0,0,0,0,0,1,0,0,0
5990,25,22,0,255,17.5,0,0,0,0,0,0,0,0,0,0
5991,31,22,0,255,18.0,0,0,0,0,0,0,0,0,0,0
5992,28,21,11,255,18.5,0,0,0,0,0,0,0,0,0,0
5993,32,21,0,10,19.0,0,1,0,0,0,0,0,0,0,0
5994,33,20,0,255,19.5,0,0,0,0,0,0,0,0,0,0
5995,32,20,3,255,20.0,0,0,0,0,0,0,0,0,0,0
5996,33,18,0,255,20.5,0,0,0,0,0,0,0,0,0,0
5997,34,17,0,11,21.0,0,1,0,0,0,0,0,0,0,0
5998,34,17,5,11,21.5,0,1,0,0,0,0,0,0,0,0
5999,36,16,0,11,22.0,0,1,0,0,0,0,0,0,0,0
6000,36,16,6,8,22.5,0,1,0,0,0,0,0,0,0,0
6001,37,16,0,8,23.0,0,1,0,0,0,0,0,0,0,0
6002,39,16,0,8,23.5,0,1,0,0,0,0,0,0,0,0
6003,39,16,0,8,0.0,1,1,0,0,0,0,0,0,0,0
6004,39,15,0,8,0.5,1,1,0,0,0,0,0,0,0,0
6005,39,15,0,255,1.0,1,0,0,0,0,0,0,0,0,0
6006,39,15,0,255,1.5,1,0,0,0,0,0,0,0,0,0
6007,39,15,0,8,2.0,1,0,0,0,0,0,1,0,0,0
6008,39,16,0,8,2.5,1,0,0,0,0,0,1,0,0,0
6009,39,16,0,8,3.0,1,0,0,0,0,0,1,0,0,0
6010,39,16,0,8,3.5,1,0,0,0,1,0,0,0,0,0
6011,39,16,0,8,4.0,1,0,0,0,1,0,0,0,0,0
6012,39,16,0,8,4.5,1,0,0,0,1,0,0,0,0,0
6013,39,16,0,255,5.0,1,0,0,0,0,0,0,0,0,0
6014,39,16,0,255,5.5,1,0,0,0,0,0,0,0,0,0
6015,39,16,0,6,6.0,1,0,0,0,0,1,0,0,0,0
6016,39,16,0,8,6.5,1,0,0,0,0,1,0,0,0,0
6017,37,16,0,8,7.0,1,0,0,0,0,1,0,0,0,0
6018,33,17,0,10,7.5,1,0,0,0,0,1,0,0,0,0
6019,29,17,0,255,8.0,1,0,0,0,0,0,0,0,0,0
6020,20,17,0,11,8.5,1,0,0,0,0,1,0,0,0,0
6021,16,17,0,11,9.0,1,0,0,0,0,1,0,0,0,0
6022,10,18,0,13,9.5,1,0,0,0,0,1,0,0,0,0
6023,3,17,0,255,10.0,1,0,0,0,0,0,0,0,0,0
6024,0,17,3,13,10.5,1,0,0,0,0,1,0,0,0,0
6025,0,17,1,255,11.0,1,0,0,0,0,0,0,0,0,0
6026,0,18,1,11,11.5,1,0,0,0,0,1,0,0,0,0
6027,0,17,0,255,12.0,1,0,0,0,0,0,0,0,0,0
6028,0,18,0,11,12.5,1,0,0,0,0,1,0,0,0,0
6029,1,18,0,11,13.0,1,0,0,0,0,1,0,0,0,0
6030,0,18,0,255,13.5,1,0,0,0,0,0,0,0,0,0
6031,1,18,0,255,14.0,1,0,0,0,0,0,0,0,0,0
6032,1,18,0,11,14.5,1,0,0,0,0,1,0,0,0,0
6033,1,18,0,13,15.0,1,0,0,0,0,1,0,0,0,0
6034,3,18,1,255,15.5,1,0,0,0,0,0,0,0,0,0
6035,8,18,0,255,16.0,1,0,0,0,0,0,0,0,0,0
6036,10,18,0,11,16.5,1,0,0,0,0,1,0,0,0,0
6037,17,18,0,255,17.0,1,0,0,0,0,0,0,0,0,0
6038,21,18,0,13,17.5,1,0,0,0,0,1,0,0,0,0
6039,23,19,1,255,18.0,1,0,0,0,0,0,0,0,0,0
6040,31,14,0,255,23.0,1,0,0,0,0,0,0,0,0,0
6041,31,13,0,11,23.5,1,1,0,0,0,0,0,0,0,0
6042,32,13,0,255,0.0,2,0,0,0,0,0,0,0,0,0
6043,32,13,0,10,0.5,2,1,0,0,0,0,0,0,0,0
6044,32,13,0,10,1.0,2,1,0,0,0,0,0,0,0,0
6045,32,13,0,10,1.5,2,1,0,0,0,0,0,0,0,0
6046,32,13,0,8,2.0,2,1,0,0,0,0,0,0,0,0
6047,32,12,0,8,2.5,2,1,0,0,0,0,0,0,0,0
6048,32,12,0,8,3.0,2,1,0,0,0,0,0,0,0,0
6049,32,12,0,8,3.5,2,1,0,0,0,0,0,0,0,0
6050,32,12,0,8,4.0,2,1,0,0,0,0,0,0,0,0
6051,32,12,0,8,4.5,2,1,0,0,0,0,0,0,0,0
6052,32,12,0,8,5.0,2,1,0,0,0,0,0,0,0,0
6053,32,12,0,8,5.5,2,1,0,0,0,0,0,0,0,0
6054,32,12,0,8,6.0,2,1,0,0,0,0,0,0,0,0
6055,32,12,0,8,6.5,2,1,0,0,0,0,0,0,0,0
6056,30,12,0,8,7.0,2,1,0,0,0,0,0,0,0,0
6057,27,13,0,8,7.5,2,1,0,0,0,0,0,0,0,0
6058,27,14,0,10,8.0,2,1,0,0,0,0,0,0,0,0
6059,26,15,0,10,8.5,2,1,0,0,0,0,0,0,0,0
6060,19,16,3,10,9.0,2,1,0,0,0,0,0,0,0,0
6061,16,18,0,11,9.5,2,1,0,0,0,0,0,0,0,0
6062,12,19,1,11,10.0,2,1,0,0,0,0,0,0,0,0
6063,12,20,3,11,10.5,2,1,0,0,0,0,0,0,0,0
6064,12,21,0,10,11.0,2,1,0,0,0,0,0,0,0,0
6065,14,22,1,10,11.5,2,1,0,0,0,0,0,0,0,0
6066,13,23,0,11,12.0,2,1,0,0,0,0,0,0,0,0
6067,13,24,3,11,12.5,2,1,0,0,0,0,0,0,0,0
6068,13,24,3,11,13.0,2,1,0,0,0,0,0,0,0,0
6069,9,25,0,10,13.5,2,1,0,0,0,0,0,0,0,0
6070,10,26,3,13,14.0,2,1,0,0,0,0,0,0,0,0
6071,11,26,0,13,14.5,2,1,0,0,0,0,0,0,0,0
6072,12,27,3,13,15.0,2,1,0,0,0,0,0,0,0,0
6073,12,27,0,13,15.5,2,1,0,0,0,0,0,0,0,0
6074,10,27,0,13,16.0,2,1,0,0,0,0,0,0,0,0
6075,13,27,0,13,16.5,2,1,0,0,0,0,0,0,0,0
6076,20,26,1,13,17.0,2,1,0,0,0,0,0,0,0,0
6077,25,26,3,13,17.5,2,1,0,0,0,0,0,0,0,0
6078,30,25,1,13,18.0,2,1,0,0,0,0,0,0,0,0
6079,30,25,3,13,18.5,2,1,0,0,0,0,0,0,0,0
6080,30,24,0,13,19.0,2,1,0,0,0,0,0,0,0,0
6081,29,24,0,13,19.5,2,1,0,0,0,0,0,0,0,0
6082,28,23,0,13,20.0,2,1,0,0,0,0,0,0,0,0
6083,29,22,0,13,20.5,2,0,0,0,0,0,1,0,0,0
6084,29,21,0,13,21.0,2,0,0,0,0,0,1,0,0,0
6085,31,20,0,13,21.5,2,0,0,0,0,0,1,0,0,0
6086,32,20,0,13,22.0,2,0,0,0,0,0,1,0,0,0
6087,35,19,0,13,22.5,2,0,0,0,0,0,1,0,0,0
6088,35,18,0,13,23.0,2,0,0,0,0,0,1,0,0,0
6089,36,17,0,11,0.0,3,0,0,0,0,0,1,0,0,0
6090,36,17,0,10,0.5,3,0,0,0,0,0,1,0,0,0
6091,36,16,0,10,1.0,3,0,0,0,0,0,1,0,0,0
6092,36,16,0,10,1.5,3,0,0,0,0,0,1,0,0,0
6093,36,17,0,10,2.0,3,0,0,0,0,0,1,0,0,0
6094,36,17,0,10,2.5,3,0,0,0,0,0,1,0,0,0
6095,36,17,0,8,3.0,3,0,0,0,0,0,1,0,0,0
6096,36,17,0,8,3.5,3,0,0,0,0,0,1,0,0,0
6097,36,17,0,8,4.0,3,0,0,0,0,0,1,0,0,0
6098,36,16,0,8,4.5,3,0,0,0,0,0,1,0,0,0
6099,36,16,8,8,5.0,3,0,0,0,0,0,1,0,0,0
6100,36,16,0,6,5.5,3,0,0,0,1,0,0,0,0,0
6101,36,16,0,8,6.0,3,0,0,0,0,0,1,0,0,0
6102,36,16,0,8,6.5,3,0,0,0,0,0,1,0,0,0
6103,35,16,0,8,7.0,3,0,0,0,0,0,1,0,0,0
6104,35,16,0,10,7.5,3,0,0,0,0,0,1,0,0,0
6105,35,17,0,10,8.0,3,0,0,0,1,0,0,0,0,0
6106,34,17,0,10,8.5,3,0,0,0,0,0,0,1,0,0
6107,29,18,0,8,9.0,3,0,0,0,0,0,1,0,0,0
6108,25,18,0,8,9.5,3,0,0,0,0,0,1,0,0,0
6109,22,18,0,8,10.0,3,0,0,0,0,0,1,0,0,0
6110,11,19,0,10,10.5,3,0,0,0,0,0,1,0,0,0
6111,9,21,0,8,11.0,3,0,0,0,0,0,1,0,0,0
6112,9,22,0,8,11.5,3,0,0,0,0,0,1,0,0,0
6113,10,22,0,8,12.0,3,0,0,0,0,0,1,0,0,0
6114,8,24,3,8,12.5,3,0,0,0,0,0,1,0,0,0
6115,8,25,3,8,13.0,3,0,0,0,0,0,1,0,0,0
6116,9,26,0,13,13.5,3,0,0,0,0,0,1,0,0,0
6117,5,27,5,13,14.0,3,0,0,0,0,0,1,0,0,0
6118,5,26,0,14,14.5,3,0,0,0,0,0,1,0,0,0
6119,5,26,0,14,15.0,3,0,0,0,0,0,1,0,0,0
6120,5,26,1,14,15.5,3,0,0,0,0,0,1,0,0,0
6121,5,26,0,11,16.0,3,0,0,0,0,0,0,1,0,0
6122,5,25,0,16,16.5,3,0,0,0,0,0,1,0,0,0
6123,10,24,0,16,17.0,3,0,0,0,1,0,0,0,0,0
6124,11,22,1,16,17.5,3,0,0,0,1,0,0,0,0,0
6125,18,21,0,16,18.0,3,0,0,0,1,0,0,0,0,0
6126,25,21,1,11,18.5,3,0,0,0,1,0,0,0,0,0
6127,25,20,0,10,19.5,3,0,0,0,1,0,0,0,0,0
6128,24,19,0,10,20.0,3,0,0,0,1,0,0,0,0,0
6129,24,19,0,10,20.5,3,0,0,0,1,0,0,0,0,0
6130,25,19,0,11,21.0,3,0,0,0,1,0,0,0,0,0
6131,26,18,0,11,21.5,3,0,0,0,1,0,0,0,0,0
6132,28,18,0,11,22.0,3,0,0,0,1,0,0,0,0,0
6133,31,18,0,8,22.5,3,0,0,0,1,0,0,0,0,0
6134,31,17,0,8,23.0,3,0,0,0,1,0,0,0,0,0
6135,31,17,0,8,23.5,3,0,0,0,1,0,0,0,0,0
6136,33,17,0,8,0.0,4,0,0,0,1,0,0,0,0,0
6137,33,16,0,6,0.5,4,0,0,0,0,1,0,0,0,0
6138,33,16,0,8,1.0,4,0,0,0,0,1,0,0,0,0
6139,33,16,0,8,1.5,4,0,0,0,1,0,0,0,0,0
6140,33,16,0,8,2.0,4,0,0,0,1,0,0,0,0,0
6141,33,16,0,8,2.5,4,0,0,0,1,0,0,0,0,0
6142,33,16,0,8,3.0,4,0,0,0,1,0,0,0,0,0
6143,33,15,0,8,3.5,4,0,0,0,1,0,0,0,0,0
6144,33,15,0,8,4.0,4,0,0,0,1,0,0,0,0,0
6145,33,15,0,8,4.5,4,0,0,0,1,0,0,0,0,0
6146,33,15,0,8,5.0,4,0,0,0,1,0,0,0,0,0
6147,33,15,0,8,5.5,4,0,0,0,1,0,0,0,0,0
6148,33,15,0,6,6.0,4,0,0,0,0,1,0,0,0,0
6149,33,15,0,6,6.5,4,0,0,0,0,1,0,0,0,0
6150,32,15,0,6,7.0,4,0,0,0,0,1,0,0,0,0
6151,31,15,0,6,7.5,4,0,0,0,0,1,0,0,0,0
6152,26,15,0,8,8.0,4,0,0,0,0,1,0,0,0,0
6153,21,16,0,8,8.5,4,0,0,0,1,0,0,0,0,0
6154,16,16,0,8,9.0,4,0,0,0,1,0,0,0,0,0
6155,20,17,5,8,9.5,4,0,0,0,1,0,0,0,0,0
6156,21,18,0,8,10.0,4,0,0,0,1,0,0,0,0,0
6157,17,20,1,8,10.5,4,0,0,0,1,0,0,0,0,0
6158,13,21,0,8,11.0,4,0,0,0,1,0,0,0,0,0
6159,13,21,0,8,11.5,4,0,0,0,1,0,0,0,0,0
6160,13,22,0,8,12.0,4,0,0,0,1,0,0,0,0,0
6161,14,22,3,8,12.5,4,0,0,0,1,0,0,0,0,0
6162,13,23,0,8,13.0,4,0,0,0,1,0,0,0,0,0
6163,11,23,0,8,13.5,4,0,0,0,1,0,0,0,0,0
6164,10,24,0,8,14.0,4,0,0,0,1,0,0,0,0,0
6165,11,23,0,10,14.5,4,0,0,0,0,0,1,0,0,0
6166,14,24,0,10,15.0,4,0,0,0,1,0,0,0,0,0
6167,15,24,1,11,15.5,4,0,0,0,0,0,1,0,0,0
6168,18,24,0,13,16.0,4,0,0,0,0,0,1,0,0,0
6169,23,24,0,11,16.5,4,0,0,0,0,0,1,0,0,0
6170,27,23,0,11,17.0,4,0,0,0,0,0,1,0,0,0
6171,30,22,0,11,17.5,4,0,0,0,0,0,1,0,0,0
6172,33,21,0,11,18.0,4,0,0,0,0,0,1,0,0,0
6173,34,21,0,11,18.5,4,0,0,0,0,0,1,0,0,0
6174,36,20,0,11,19.0,4,1,0,0,0,0,0,0,0,0
6175,38,20,0,11,19.5,4,1,0,0,0,0,0,0,0,0
6176,36,19,0,11,20.0,4,1,0,0,0,0,0,0,0,0
6177,34,19,0,10,20.5,4,0,0,0,0,0,1,0,0,0
6178,32,18,0,10,21.0,4,1,0,0,0,0,0,0,0,0
6179,33,17,0,11,21.5,4,1,0,0,0,0,0,0,0,0
6180,33,17,0,11,22.0,4,1,0,0,0,0,0,0,0,0
6181,32,16,0,10,22.5,4,1,0,0,0,0,0,0,0,0
6182,31,16,0,8,23.0,4,1,0,0,0,0,0,0,0,0
6183,32,16,0,8,23.5,4,1,0,0,0,0,0,0,0,0
6184,32,15,0,8,0.0,5,0,0,0,0,0,1,0,0,0
6185,32,15,0,8,1.0,5,0,0,0,0,0,1,0,0,0
6186,32,15,0,8,2.0,5,0,0,0,0,0,1,0,0,0
6187,32,14,0,8,2.5,5,0,0,0,0,0,1,0,0,0
6188,32,14,0,6,3.0,5,0,0,0,0,1,0,0,0,0
6189,32,14,0,8,3.5,5,0,0,0,1,0,0,0,0,0
6190,32,14,0,8,4.0,5,0,0,0,1,0,0,0,0,0
6191,32,14,0,8,4.5,5,0,0,0,1,0,0,0,0,0
6192,32,14,0,8,5.0,5,0,0,0,1,0,0,0,0,0
6193,32,14,7,8,6.0,5,0,0,0,1,0,0,0,0,0
6194,33,15,4,8,7.0,5,0,0,0,1,0,0,0,0,0
6195,33,16,0,10,8.0,5,0,0,0,1,0,0,0,0,0
6196,33,17,0,10,8.5,5,0,0,0,1,0,0,0,0,0
6197,33,18,0,10,9.0,5,0,0,0,1,0,0,0,0,0
6198,31,18,0,8,9.5,5,0,0,0,1,0,0,0,0,0
6199,31,19,0,10,10.0,5,0,0,0,1,0,0,0,0,0
6200,31,19,0,10,10.5,5,0,0,0,1,0,0,0,0,0
6201,27,19,0,10,11.0,5,0,0,0,1,0,0,0,0,0
6202,26,19,0,10,11.5,5,0,0,0,1,0,0,0,0,0
6203,26,20,0,10,12.0,5,0,0,0,1,0,0,0,0,0
6204,25,20,0,10,12.5,5,0,0,0,1,0,0,0,0,0
6205,24,20,0,10,13.0,5,0,0,0,1,0,0,0,0,0
6206,25,21,0,10,13.5,5,0,0,0,1,0,0,0,0,0
6207,24,22,0,10,14.0,5,0,0,0,1,0,0,0,0,0
6208,26,23,0,10,14.5,5,0,0,0,1,0,0,0,0,0
6209,22,23,3,10,15.0,5,0,0,0,1,0,0,0,0,0
6210,17,24,0,10,15.5,5,0,0,0,1,0,0,0,0,0
6211,17,23,3,10,16.0,5,0,0,0,1,0,0,0,0,0
6212,15,23,0,11,16.5,5,0,0,0,0,0,1,0,0,0
6213,12,24,0,11,17.0,5,0,0,0,0,0,1,0,0,0
6214,10,23,1,11,17.5,5,0,0,0,0,0,1,0,0,0
6215,13,22,0,11,18.0,5,0,0,0,0,0,1,0,0,0
6216,14,23,0,13,18.5,5,1,0,0,0,0,0,0,0,0
6217,10,22,0,13,19.0,5,1,0,0,0,0,0,0,0,0
6218,8,22,0,14,19.5,5,1,0,0,0,0,0,0,0,0
6219,6,21,0,14,20.0,5,1,0,0,0,0,0,0,0,0
6220,5,20,0,13,20.5,5,0,0,0,0,0,1,0,0,0
6221,5,20,0,13,21.0,5,1,0,0,0,0,0,0,0,0
6222,4,19,0,13,21.5,5,1,0,0,0,0,0,0,0,0
6223,7,18,0,13,22.0,5,1,0,0,0,0,0,0,0,0
6224,8,17,0,13,22.5,5,1,0,0,0,0,0,0,0,0
6225,9,17,0,11,23.0,5,0,0,0,0,0,1,0,0,0
6226,12,17,0,10,23.5,5,1,0,0,0,0,0,0,0,0
6227,14,16,0,10,0.0,6,1,0,0,0,0,0,0,0,0
6228,12,16,0,8,0.5,6,0,0,0,0,0,1,0,0,0
6229,12,16,0,8,1.0,6,1,0,0,0,0,0,0,0,0
6230,12,16,0,8,1.5,6,1,0,0,0,0,0,0,0,0
6231,12,15,0,8,2.0,6,0,0,0,0,0,1,0,0,0
6232,12,15,0,8,2.5,6,0,0,0,0,0,1,0,0,0
6233,12,15,0,8,3.0,6,0,0,0,0,0,1,0,0,0
6234,12,16,0,8,3.5,6,0,0,0,1,0,0,0,0,0
6235,12,15,0,8,4.0,6,0,0,0,1,0,0,0,0,0
6236,12,15,0,8,4.5,6,0,0,0,1,0,0,0,0,0
6237,12,15,0,8,5.0,6,0,0,0,1,0,0,0,0,0
6238,12,16,0,8,6.0,6,0,0,0,1,0,0,0,0,0
6239,12,16,0,8,6.5,6,0,0,0,1,0,0,0,0,0
6240,13,16,0,10,7.0,6,0,0,0,1,0,0,0,0,0
6241,14,17,0,10,7.5,6,0,0,0,1,0,0,0,0,0
6242,14,17,0,11,8.0,6,0,0,0,1,0,0,0,0,0
6243,14,18,0,10,8.5,6,0,0,0,1,0,0,0,0,0
6244,14,19,0,10,9.0,6,0,0,0,1,0,0,0,0,0
6245,13,19,0,10,9.5,6,0,0,0,1,0,0,0,0,0
6246,14,19,0,10,10.0,6,0,0,0,1,0,0,0,0,0
6247,14,21,1,10,10.5,6,0,0,0,1,0,0,0,0,0
6248,10,22,1,11,11.0,6,0,0,0,1,0,0,0,0,0
6249,11,22,0,11,11.5,6,0,0,0,1,0,0,0,0,0
6250,9,22,0,11,12.0,6,0,0,0,0,0,1,0,0,0
6251,10,24,0,11,12.5,6,0,0,0,0,0,1,0,0,0
6252,12,24,1,11,13.0,6,0,0,0,0,0,1,0,0,0
6253,8,24,1,13,13.5,6,0,0,0,0,0,1,0,0,0
6254,7,24,0,13,14.0,6,0,0,0,0,0,1,0,0,0
6255,6,25,0,13,14.5,6,0,0,0,0,0,1,0,0,0
6256,7,24,0,13,15.0,6,0,0,0,0,0,1,0,0,0
6257,5,24,0,13,15.5,6,0,0,0,0,0,1,0,0,0
6258,4,24,0,13,16.0,6,0,0,0,0,0,1,0,0,0
6259,8,24,0,13,16.5,6,0,0,0,0,0,1,0,0,0
6260,12,23,0,13,17.0,6,1,0,0,0,0,0,0,0,0
6261,13,23,3,13,17.5,6,1,0,0,0,0,0,0,0,0
6262,14,22,0,13,18.0,6,1,0,0,0,0,0,0,0,0
6263,18,22,0,13,18.5,6,1,0,0,0,0,0,0,0,0
6264,18,22,0,13,19.0,6,1,0,0,0,0,0,0,0,0
6265,16,21,0,14,19.5,6,1,0,0,0,0,0,0,0,0
6266,16,21,0,14,20.0,6,1,0,0,0,0,0,0,0,0
6267,18,20,0,14,20.5,6,1,0,0,0,0,0,0,0,0
6268,20,20,0,14,21.0,6,1,0,0,0,0,0,0,0,0
6269,21,20,0,14,21.5,6,1,0,0,0,0,0,0,0,0
6270,22,19,0,14,22.0,6,0,0,0,0,0,1,0,0,0
6271,24,18,0,14,22.5,6,0,0,0,0,0,1,0,0,0
6272,24,18,0,14,23.0,6,0,0,0,0,0,1,0,0,0
6273,25,17,0,13,23.5,6,0,0,0,0,0,1,0,0,0
6274,25,17,0,11,0.0,0,0,0,0,0,0,1,0,0,0
6275,25,17,0,11,0.5,0,0,0,0,0,0,1,0,0,0
6276,25,17,0,11,1.0,0,1,0,0,0,0,0,0,0,0
6277,25,17,0,10,1.5,0,0,0,0,0,0,1,0,0,0
6278,25,16,0,10,2.0,0,0,0,0,0,0,1,0,0,0
6279,25,16,0,11,2.5,0,0,0,0,0,0,1,0,0,0
6280,25,16,0,11,3.0,0,0,0,0,0,0,1,0,0,0
6281,25,15,0,10,3.5,0,0,0,0,0,0,1,0,0,0
6282,25,15,0,10,4.0,0,0,0,0,0,0,1,0,0,0
6283,25,15,0,8,4.5,0,1,0,0,0,0,0,0,0,0
6284,25,15,0,8,5.0,0,0,0,0,0,0,1,0,0,0
6285,25,14,0,8,5.5,0,0,0,0,0,0,1,0,0,0
6286,25,14,0,8,6.0,0,1,0,0,0,0,0,0,0,0
6287,25,14,0,10,6.5,0,0,0,0,0,0,1,0,0,0
6288,25,14,0,10,7.0,0,0,0,0,0,0,1,0,0,0
6289,23,15,1,13,7.5,0,0,0,0,0,0,1,0,0,0
6290,21,16,0,13,8.0,0,0,0,0,0,0,1,0,0,0
6291,17,16,0,13,8.5,0,0,0,0,0,0,1,0,0,0
6292,12,17,0,14,9.0,0,1,0,0,0,0,0,0,0,0
6293,9,17,0,13,9.5,0,1,0,0,0,0,0,0,0,0
6294,7,18,1,14,10.0,0,1,0,0,0,0,0,0,0,0
6295,7,20,0,14,10.5,0,1,0,0,0,0,0,0,0,0
6296,7,21,1,14,11.0,0,1,0,0,0,0,0,0,0,0
6297,6,22,1,14,11.5,0,0,0,0,0,0,1,0,0,0
6298,6,22,0,14,12.0,0,0,0,0,0,0,1,0,0,0
6299,6,23,0,14,12.5,0,0,0,0,0,0,1,0,0,0
6300,7,23,0,13,13.0,0,1,0,0,0,0,0,0,0,0
6301,10,23,3,14,13.5,0,1,0,0,0,0,0,0,0,0
6302,10,24,5,14,14.0,0,1,0,0,0,0,0,0,0,0
6303,9,24,0,14,14.5,0,1,0,0,0,0,0,0,0,0
6304,10,24,0,14,15.0,0,1,0,0,0,0,0,0,0,0
6305,11,24,3,14,15.5,0,0,0,0,0,0,1,0,0,0
6306,14,25,0,13,16.0,0,0,0,0,0,0,1,0,0,0
6307,14,24,1,14,16.5,0,0,0,0,0,0,1,0,0,0
6308,20,24,10,14,17.0,0,0,0,0,0,0,1,0,0,0
6309,25,23,0,14,17.5,0,0,0,0,0,0,1,0,0,0
6310,26,23,0,14,18.0,0,0,0,0,0,0,1,0,0,0
6311,28,23,0,14,18.5,0,0,0,0,0,0,1,0,0,0
6312,29,23,0,14,19.0,0,0,0,0,0,0,1,0,0,0
6313,29,23,0,14,19.5,0,0,0,0,0,0,1,0,0,0
6314,32,23,0,14,20.0,0,0,0,0,0,0,1,0,0,0
6315,31,23,1,14,20.5,0,0,0,0,0,0,1,0,0,0
6316,31,22,0,14,21.0,0,0,0,0,0,0,1,0,0,0
6317,33,21,0,14,21.5,0,0,0,0,0,0,1,0,0,0
6318,33,20,1,14,22.0,0,0,0,0,0,0,1,0,0,0
6319,33,20,0,14,22.5,0,0,0,0,0,0,1,0,0,0
6320,33,19,0,14,23.0,0,0,0,0,0,0,1,0,0,0
6321,34,19,0,14,23.5,0,0,0,0,0,0,1,0,0,0
6322,34,18,0,14,0.0,1,0,0,0,0,0,1,0,0,0
6323,34,18,0,14,0.5,1,0,0,0,0,0,1,0,0,0
6324,34,18,0,16,1.0,1,0,0,0,0,0,1,0,0,0
6325,34,17,0,14,1.5,1,0,0,0,0,0,1,0,0,0
6326,34,17,0,13,2.0,1,0,0,0,0,0,1,0,0,0
6327,34,16,0,13,2.5,1,0,0,0,0,0,1,0,0,0
6328,34,16,0,14,3.0,1,0,0,0,0,0,1,0,0,0
6329,34,16,0,13,3.5,1,0,0,0,0,0,1,0,0,0
6330,34,15,0,13,4.0,1,0,0,0,0,0,1,0,0,0
6331,34,15,0,11,4.5,1,0,0,0,1,0,0,0,0,0
6332,34,15,0,10,5.0,1,0,0,0,1,0,0,0,0,0
6333,34,14,0,10,5.5,1,0,0,0,1,0,0,0,0,0
6334,35,14,0,10,6.0,1,0,0,0,1,0,0,0,0,0
6335,35,14,0,10,6.5,1,0,0,0,1,0,0,0,0,0
6336,34,15,0,10,7.0,1,0,0,0,0,1,0,0,0,0
6337,31,15,1,11,7.5,1,0,0,0,0,1,0,0,0,0
6338,28,15,0,11,8.0,1,0,0,0,0,1,0,0,0,0
6339,21,15,0,11,8.5,1,0,0,0,0,1,0,0,0,0
6340,7,16,1,11,9.0,1,0,0,0,0,1,0,0,0,0
6341,0,16,1,11,9.5,1,0,0,0,0,1,0,0,0,0
6342,0,16,3,11,10.0,1,0,0,0,0,1,0,0,0,0
6343,1,17,0,11,10.5,1,0,0,0,1,0,0,0,0,0
6344,1,17,0,11,11.0,1,0,0,0,1,0,0,0,0,0
6345,1,17,3,13,11.5,1,0,0,0,1,0,0,0,0,0
6346,1,17,1,13,12.0,1,0,0,0,1,0,0,0,0,0
6347,2,18,0,16,12.5,1,0,0,0,1,0,0,0,0,0
6348,0,18,0,16,13.0,1,0,0,0,1,0,0,0,0,0
6349,0,19,0,16,13.5,1,0,0,0,1,0,0,0,0,0
6350,0,19,0,16,14.0,1,0,0,0,1,0,0,0,0,0
6351,0,20,1,16,14.5,1,0,0,0,1,0,0,0,0,0
6352,1,19,0,16,15.0,1,0,0,0,1,0,0,0,0,0
6353,1,19,3,14,15.5,1,0,0,0,1,0,0,0,0,0
6354,3,18,0,14,16.0,1,0,0,0,1,0,0,0,0,0
6355,3,18,1,14,16.5,1,0,0,0,1,0,0,0,0,0
6356,13,17,0,14,17.0,1,0,0,0,1,0,0,0,0,0
6357,17,17,1,14,17.5,1,0,0,0,1,0,0,0,0,0
6358,21,16,1,14,18.0,1,0,0,0,1,0,0,0,0,0
6359,26,16,0,16,18.5,1,0,0,0,1,0,0,0,0,0
6360,23,16,0,16,19.0,1,0,0,0,1,0,0,0,0,0
